"","year","plant_name","operator_name","county_fips","county_name","latitude","longitude","fuel_type","capacity_factor","nameplate_capacity","annual_net_generation","coastal"
"414",2005,"Central Utility Plant","Minnesota Mining & Mfg Co","453","Travis","30.3357","-97.7876","gas",0.2122,14.3,26575.69,FALSE
"415",2005,"Channel Energy Center","Channel Energy Center","201","Harris","29.7189","-95.2319","gas",0.4188,715,2622838.25,FALSE
"416",2005,"Channelview Cogeneration Plant","Reliant Energy Inc","201","Harris","29.8356","-95.1242","gas",0.6374,918.3,5127297.78,FALSE
"417",2005,"Chocolate Bayou Plant","Solutia Inc","039","Brazoria","29.2467","-95.1964","gas",0.5109,55.3,247515.87,FALSE
"418",2005,"Chocolate Bayou Works","INEOS","039","Brazoria","29.1935","-95.457","gas",0.6821,41,244992.09,FALSE
"419",2005,"Clear Lake Cogeneration Ltd","Calpine","201","Harris","29.8614","-95.3996","gas",0.2533,465.2,1032055.71,FALSE
"420",2005,"Coastal Plains","Viridis Energy","167","Galveston","29.4002","-94.9654","gas",0.65,5.2,29607.93,FALSE
"421",2005,"Coleto Creek","ANP","175","Goliad","28.7087","-97.2083","coal",0.9703,600.4,5103360,FALSE
"422",2005,"Comanche Peak","TXU Generation Co LP","425","Somervell","32.2983","-97.7864","nuclear",0.8664,2430,18443200,FALSE
"423",2005,"Corpus Christi","Occidental Chemical Corp","355","Nueces","27.7268","-97.6361","gas",0.6465,41,232184.5,FALSE
"424",2005,"Corpus Christi Energy Center","Calpine","355","Nueces","27.8139","-97.4283","gas",0.4446,575.5,2241383,FALSE
"425",2005,"Corpus Refinery","Flint Hills Resources LP","355","Nueces","27.7268","-97.6361","gas",0.4908,64.7,278169.08,FALSE
"426",2005,"Dansby","Bryan City of","041","Brazos","30.7217","-96.4599","gas",0.3886,154.1,524624.89,FALSE
"427",2005,"Decker Creek","Austin Energy","453","Travis","30.3036","-97.6128","gas",0.121,932,988055,FALSE
"428",2005,"DeCordova Steam Electric Station","TXU Generation Co LP","221","Hood","32.4033","-97.6986","gas",0.032,1156.8,324668,FALSE
"429",2005,"Deepwater","AES NUGs","201","Harris","29.7239","-95.2258","gas",-0.0016,187.8,-2616,FALSE
"430",2005,"Deer Park Energy Center","Calpine","201","Harris","29.7153","-95.1361","gas",0.6327,996,5520344.69,FALSE
"431",2005,"Delaware Mountain Windfarm","FPL Energy","109","Culberson","31.4556","-104.5171","wind",0.2538,30,66695,FALSE
"432",2005,"Desert Sky","AEP NUGs","371","Pecos","30.7866","-102.7302","wind",0.333,160.5,468192,FALSE
"433",2005,"DFW Gas Recovery","Waste Management Inc","121","Denton","33.2111","-97.1108","gas",0.4763,6,25032.96,FALSE
"434",2005,"Dow Chemical Texas Operation","Dow Chemical","039","Brazoria","29.1935","-95.457","gas",0.437,1328.6,5085634.34,FALSE
"435",2005,"Dunlap TP 1","Guadalupe Blanco River Auth","187","Guadalupe","29.5884","-97.9541","hydro",0.6782,3.6,21388.94,FALSE
"436",2005,"Eagle Mountain","TXU Generation Co LP","439","Tarrant","32.9081","-97.4792","gas",0.0039,706.1,24097,FALSE
"437",2005,"Eagle Pass","Maverick Cty Water Control & Improvement","323","Maverick","28.7413","-100.3152","hydro",0.5243,9.6,44091,FALSE
"438",2005,"EG178 Facility","Kinder Morgan Power","415","Scurry","32.7366","-100.9181","gas",0.3042,153.9,410105.94,FALSE
"439",2005,"Ennis Tractebel Power LP","SUEZ Energy Resources NA Inc","139","Ellis","32.3194","-96.6739","gas",0.3804,418,1392739,FALSE
"440",2005,"Enterprise Products Operating","Enterprise Products Optg LP","071","Chambers","29.7438","-94.6122","gas",0.8297,25.7,186785.02,FALSE
"441",2005,"Exelon LaPorte Generating Station","Exelon Energy","201","Harris","29.702","-95.071","gas",0.0397,236,82160,FALSE
"442",2005,"ExxonMobil Baytown Refinery","Exxon Mobil","201","Harris","29.75","-95.0167","gas",0.5901,207.4,1072032.14,FALSE
"443",2005,"ExxonMobil Baytown Turbine","Exxon Mobil","201","Harris","29.8614","-95.3996","gas",0.7621,376.9,2516056.9,FALSE
"444",2005,"Falcon Dam & Power","International Bound & Wtr Comm","427","Starr","26.5655","-98.7492","hydro",0.2036,31.5,56190.94,FALSE
"445",2005,"Fayette Power Project","Lower Colorado River Authority","149","Fayette","29.9172","-96.7506","coal",0.747,1690,11059426,FALSE
"446",2005,"Formosa Utility Venture Ltd","Formosa Plastics Corp","057","Calhoun","28.4792","-96.6448","other",0.6612,689.4,3993091.15,FALSE
"447",2005,"Forney Energy Center","FPL Energy","257","Kaufman","32.7536","-96.4908","gas",0.4298,1783.8,6715816,FALSE
"448",2005,"Freestone Power Generation LP","Calpine","161","Freestone","31.8907","-96.1128","gas",0.4438,1036,4027644,FALSE
"449",2005,"Frontera Energy Center","Direct Energy","215","Hidalgo","26.2083","-98.3967","gas",0.344,529,1594294,FALSE
"450",2005,"Fullerton","Duke Energy Power Services","003","Andrews","32.3016","-102.6322","gas",0.5749,3,15108.96,FALSE
"451",2005,"Gibbons Creek","Texas Municipal Power Agency","185","Grimes","30.6167","-96.0778","coal",0.905,453.5,3595378,FALSE
"452",2005,"Graham","TXU Generation Co LP","503","Young","33.135","-98.6117","gas",0.0816,634.7,453809,FALSE
"453",2005,"Granite Shoals","Lower Colorado River Authority","053","Burnet","30.7966","-98.1824","hydro",0.1148,60,60330.94,FALSE
"454",2005,"Green Mountain Energy Wind Farm","Shell","415","Scurry","32.7366","-100.9181","wind",0.3018,160,422981,FALSE
"455",2005,"Green Power 2","South Houston Green Power LP","167","Galveston","29.3775","-94.9328","gas",0.5308,611,2841224.09,FALSE
"456",2005,"Greens Bayou","NRG Energy","201","Harris","29.8208","-95.2194","gas",0.0218,878.4,167618,FALSE
"457",2005,"Gregory Power Facility","Olympus Power LLC","409","San Patricio","27.8881","-97.2572","gas",0.7058,432,2671096.76,FALSE
"458",2005,"Guadalupe Generating Station","PSEG Global","187","Guadalupe","29.6256","-98.1411","gas",0.4472,1142.2,4474832,FALSE
"459",2005,"H 4","Guadalupe Blanco River Auth","177","Gonzales","29.462","-97.4977","hydro",0.5384,2.4,11319.96,FALSE
"460",2005,"H 5","Guadalupe Blanco River Auth","177","Gonzales","29.462","-97.4977","hydro",0.5499,2.4,11561.95,FALSE
"461",2005,"Hal C Weaver Power Plant","University of Texas at Austin","453","Travis","30.2866","-97.7357","gas",0.2958,128.4,332658.59,FALSE
"462",2005,"Handley","Exelon Energy","439","Tarrant","32.7278","-97.2186","gas",0.064,1433.3,803993,FALSE
"463",2005,"Hays Energy Project","ANP","209","Hays","29.7806","-97.9894","gas",0.4057,989,3515113,FALSE
"464",2005,"Hidalgo Energy Center","Calpine","215","Hidalgo","26.3389","-98.1708","gas",0.308,647,1745407,FALSE
"465",2005,"Hiram Clarke","NRG Energy","201","Harris","29.6483","-95.4508","gas",-4e-04,96,-306,FALSE
"466",2005,"Holly Street","Austin Energy","453","Travis","30.25","-97.7167","gas",0.1203,358,377352,FALSE
"467",2005,"Horse Hollow Wind Energy Center","FPL Energy","441","Taylor","32.3009","-99.89","wind",0.0317,735.5,204191,FALSE
"468",2005,"Houston Chemical Complex Battleground","Occidental Chemical Corp","201","Harris","29.7175","-95.1233","gas",0.5037,316.4,1395962.81,FALSE
"469",2005,"Ingleside Cogeneration","Ingleside Cogeneration LP","409","San Patricio","28.004","-97.5123","gas",0.5279,548.2,2535014.4,FALSE
"470",2005,"Inks","Lower Colorado River Authority","053","Burnet","30.7966","-98.1824","hydro",0.1911,15,25105.95,FALSE
"471",2005,"J K Spruce","CPS Energy","029","Bexar","29.3064","-98.3203","coal",0.8452,566,4190501,FALSE
"472",2005,"J L Bates","NuCoastal Power Corporation","215","Hidalgo","26.2222","-98.3944","gas",0.1523,188.7,251793.94,FALSE
"473",2005,"J T Deely","CPS Energy","029","Bexar","29.3072","-98.3228","coal",0.7246,932,5915821,FALSE
"474",2005,"Jack Energy Facility","Brazos Electric Power Coop Inc","237","Jack","33.1047","-97.9594","gas",0.011,640,61938.6644,FALSE
"475",2005,"Jameson Gas Processing Plant","WTG Jameson, L.P.","081","Coke","31.8923","-100.5265","gas",1.0489,1.1,10106.94,FALSE
"476",2005,"Johnson County","Brazos Electric Power Coop Inc","251","Johnson","32.3994","-97.4078","gas",0.2139,282.6,529539.49,FALSE
"477",2005,"King Mountain Wind Ranch 1","FPL Energy","461","Upton","31.3702","-102.0379","wind",0.2663,278,648548,FALSE
"478",2005,"La Palma","NuCoastal Power Corporation","061","Cameron","26.1444","-97.6375","gas",0.3639,258.3,823452,FALSE
"479",2005,"Lake Creek","TXU Generation Co LP","309","McLennan","31.4647","-96.985","gas",0.0239,321.6,67265,FALSE
"480",2005,"Lake Hubbard","TXU Generation Co LP","113","Dallas","32.8358","-96.5447","gas",0.0721,927.5,586210,FALSE
"481",2005,"Lamar Power Project","FPL Energy","277","Lamar","33.6314","-95.589","gas",0.3966,1090.8,3789328,FALSE
"482",2005,"Laredo","Carlyle/Riverstone","479","Webb","27.5667","-99.5083","gas",0.3812,187.2,625114.96,FALSE
"483",2005,"Leon Creek","CPS Energy","029","Bexar","29.3511","-98.5753","gas",0.0759,418.3,278158,FALSE
"484",2005,"Lewisville","Garland City of","121","Denton","33.2111","-97.1108","hydro",0.3423,2.8,8395,FALSE
"485",2005,"Limestone","NRG Energy","293","Limestone","31.4108","-96.2617","coal",0.7874,1849.8,12759023,FALSE
"486",2005,"Lost Pines 1 Power Project","Lower Colorado River Authority","021","Bastrop","30.1478","-97.27","gas",0.6307,595,3287430,FALSE
"487",2005,"Magic Valley Generating Station","Calpine","215","Hidalgo","26.3403","-98.19","gas",0.4243,801,2976954,FALSE
"488",2005,"Marble Falls","Lower Colorado River Authority","053","Burnet","30.7966","-98.1824","hydro",0.1432,30,37632.94,FALSE
"489",2005,"Marshall Ford","Lower Colorado River Authority","453","Travis","30.3357","-97.7876","hydro",0.244,102.5,219129,FALSE
"490",2005,"Martin Lake","TXU Generation Co LP","401","Rusk","32.2597","-94.5703","coal",0.8755,2379.6,18250189,FALSE
"491",2005,"Midkiff Plant","Western Gas Resources","383","Reagan","31.3705","-101.5226","gas",0.3918,3.6,12354.95,FALSE
"492",2005,"Midlothian Energy Facility","ANP","139","Ellis","32.4356","-97.0447","gas",0.4419,1734,6712599,FALSE
"493",2005,"Monticello","TXU Generation Co LP","449","Titus","33.0917","-95.0417","coal",0.8537,1980,14807478,FALSE
"494",2005,"Morgan Creek","TXU Generation Co LP","335","Mitchell","32.3358","-100.9158","gas",0.0112,1224.3,120564,FALSE
"495",2005,"Morris Sheppard","Brazos River Authority","363","Palo Pinto","32.7532","-98.3073","hydro",0.1295,25,28352.94,FALSE
"496",2005,"Mountain Creek","Exelon Energy","113","Dallas","32.7253","-96.9361","gas",0.0786,958.3,660225,FALSE
"497",2005,"Newgulf Cogen","Edison Mission Energy","481","Wharton","29.2639","-95.8997","gas",0.0207,91.2,16539.94,FALSE
"498",2005,"Nolte","Guadalupe Blanco River Auth","187","Guadalupe","29.5884","-97.9541","hydro",0.5255,2.4,11047.96,FALSE
"499",2005,"North Texas","Brazos Electric Power Coop Inc","367","Parker","32.7783","-97.6956","gas",0.0132,71,8214.9,FALSE
"500",2005,"NWP Indian Mesa Wind Farm","FPL Energy","371","Pecos","30.7866","-102.7302","wind",0.3187,82.5,230315,FALSE
"501",2005,"O W Sommers","CPS Energy","029","Bexar","29.3078","-98.3244","gas",0.1237,892,966683,FALSE
"502",2005,"Odessa Ector Generating Station","PSEG Global","135","Ector","31.8378","-102.3278","gas",0.4896,1135.2,4868981,FALSE
"503",2005,"Oklaunion","Public Service Co of Oklahoma","487","Wilbarger","34.0833","-99.1769","coal",0.6891,720,4346022,FALSE
"504",2005,"Oyster Creek Unit VIII","Dow Chemical","039","Brazoria","29.1935","-95.457","gas",0.6743,497.9,2940967.14,FALSE
"505",2005,"P H Robinson","NRG Energy","167","Galveston","29.4853","-94.9814","gas",0.0053,2314.5,106563,FALSE
"506",2005,"Paris Generating Station","Direct Energy","277","Lamar","33.7042","-95.5583","gas",0.1643,250,359860.29,FALSE
"507",2005,"Pasadena","Air Products and Chemicals Inc","201","Harris","29.8614","-95.3996","gas",0.1276,6.5,7265.66,FALSE
"508",2005,"Pasadena Cogeneration","Calpine","201","Harris","29.7233","-95.1769","gas",0.4073,815,2907524.56,FALSE
"509",2005,"Pearsall","South Texas Electric Coop, Inc","163","Frio","29.0939","-99.4122","gas",0.0532,66,30784.97,FALSE
"510",2005,"Permian Basin","TXU Generation Co LP","475","Ward","31.5839","-102.9636","gas",0.0818,1097.4,786041,FALSE
"511",2005,"Point Comfort Operations","Alcoa US","057","Calhoun","28.6611","-96.5447","gas",0.6534,63.1,361162.95,FALSE
"512",2005,"Power Station 4","South Houston Green Power LP","167","Galveston","29.4002","-94.9654","gas",0.277,191.1,463770.58,FALSE
"513",2005,"Powerlane Plant","Greenville Electric Util Sys","231","Hunt","33.1753","-96.1258","gas",0.0569,84.7,42222.89,FALSE
"514",2005,"PPG Industries Works 4","PPG Industries Inc","485","Wichita","33.9832","-98.7032","oil",0.0028,6,145.95,FALSE
"515",2005,"R W Miller","Brazos Electric Power Coop Inc","363","Palo Pinto","32.6606","-98.3108","gas",0.1796,603.6,949473,FALSE
"516",2005,"Ray Olinger","Garland City of","085","Collin","33.0667","-96.4519","gas",0.1613,427.7,604312.0588,FALSE
"517",2005,"Rhodia Houston Plant","Rhodia Inc","201","Harris","29.8614","-95.3996","other",1.0316,7.5,67774.77,FALSE
"518",2005,"Rice University","Rice University","201","Harris","29.8614","-95.3996","gas",0.5017,6.9,30326.05,FALSE
"519",2005,"Rio Grande Valley Sugar Growers","Rio Grande Valley Sugar Growers, Inc.","215","Hidalgo","26.4012","-98.1913","other",0.3189,7.5,20951.94,FALSE
"520",2005,"Rio Nogales Power Project","Tenaska","187","Guadalupe","29.5939","-97.9697","gas",0.4017,898.2,3160572,FALSE
"521",2005,"Robert D Willis","USCE-Fort Worth District","241","Jasper","30.7475","-94.0239","hydro",0.2705,8,18954.95,FALSE
"522",2005,"S&L Cogeneration","S&L Cogeneration Co","167","Galveston","29.4002","-94.9654","gas",0.5707,55,274950.69,FALSE
"523",2005,"Sam Bertron","NRG Energy","201","Harris","29.7228","-95.0553","gas",0.0528,875.1,404795,FALSE
"524",2005,"Sam Rayburn","South Texas Electric Coop Inc","469","Victoria","28.8947","-97.1347","gas",0.2405,240.2,505946.8,FALSE
"525",2005,"Sam Rayburn","USCE-Fort Worth District","241","Jasper","30.7475","-94.0239","hydro",0.2916,52,132850.96,FALSE
"526",2005,"San Jacinto Steam Electric Station","NRG Energy","201","Harris","29.6967","-95.0411","gas",0.7959,176.4,1229841,FALSE
"527",2005,"San Miguel","San Miguel Electric Coop Inc","013","Atascosa","28.7094","-98.4722","coal",0.7937,410,2850653,FALSE
"528",2005,"Sand Hill","Austin Energy","453","Travis","30.2091","-97.6139","gas",0.3699,593.6,1923283,FALSE
"529",2005,"Sandow No 4","TXU Generation Co LP","331","Milam","30.5642","-97.0639","coal",0.8319,590.6,4303896,FALSE
"530",2005,"Sandow Station","Alcoa US","331","Milam","30.5642","-97.0639","coal",0.8035,363,2554977,FALSE
"531",2005,"Seadrift Coke LP","Seadrift Coke L P","057","Calhoun","28.4792","-96.6448","gas",0.4215,7.6,28061.95,FALSE
"532",2005,"Shell Deer Park","Shell","201","Harris","29.7214","-95.1292","gas",0.6485,252,1431667.2,FALSE
"533",2005,"Sherwin Alumina","Sherwin Alumina Company","409","San Patricio","28.004","-97.5123","other",0.8433,24,177300.45,FALSE
"534",2005,"Signal Hill Wichita Falls Power LP","Signal Hill Wichita Falls Power LP","485","Wichita","33.9832","-98.7032","gas",0.1892,80,132570.89,FALSE
"535",2005,"Silas Ray","Brownsville Public Utilities Board","061","Cameron","25.915","-97.5202","gas",0.1013,181.4,160998.72,FALSE
"536",2005,"Sim Gideon","Lower Colorado River Authority","021","Bastrop","30.1456","-97.2708","gas",0.1435,639,803442,FALSE
"537",2005,"South Texas Project","STP Nuclear Operating Co","321","Matagorda","28.7964","-96.0529","nuclear",0.834,2708.6,19789293,FALSE
"538",2005,"Southwest Texas State University","Texas State University - San Marcos","209","Hays","30.0577","-98.0418","gas",0.4457,6,23426.81,FALSE
"539",2005,"Spencer","Garland City of","121","Denton","33.1978","-97.1067","gas",0.0943,173.7,143432,FALSE
"540",2005,"State Farm Insur Support Center Central","State Farm Mutual Auto Insur Co","113","Dallas","32.773","-96.773","oil",7e-04,10.8,68.94,FALSE
"541",2005,"Stryker Creek","TXU Generation Co LP","073","Cherokee","31.9381","-94.9883","gas",0.077,713.4,481008,FALSE
"542",2005,"Sunset Farms","Gas Recovery Systems","453","Travis","30.3357","-97.7876","gas",0.5958,4,20876.95,FALSE
"543",2005,"Sweeny Cogen Facility","ConocoPhillips","039","Brazoria","29.0728","-95.745","gas",0.6811,572,3412649.97,FALSE
"544",2005,"Sweetwater Wind  1 LLC","Babcock & Brown","353","Nolan","32.3008","-100.4099","wind",0.3814,37.5,125278.95,FALSE
"545",2005,"Sweetwater Wind 2 LLC","Babcock & Brown","353","Nolan","32.3008","-100.4099","wind",0.3277,91.5,262658.94,FALSE
"546",2005,"Sweetwater Wind 3 LLC","Babcock & Brown","353","Nolan","32.3008","-100.4099","wind",0.0038,135,4527,FALSE
"547",2005,"T H Wharton","NRG Energy","201","Harris","29.9378","-95.5322","gas",0.1309,1421.5,1630154,FALSE
"548",2005,"Texas City Plant Union Carbide","Dow Chemical","167","Galveston","29.4002","-94.9654","gas",0.1995,96,167756.15,FALSE
"549",2005,"Texas City Power Plant","Calpine","167","Galveston","29.3789","-94.9416","gas",0.4593,450,1810437.08,FALSE
"550",2005,"Texas Petrochemicals","Texas Petrochemicals Corp","201","Harris","29.4148","-95.1518","gas",0.8685,35,266287.19,FALSE
"551",2005,"Thomas C Ferguson","Lower Colorado River Authority","299","Llano","30.5547","-98.3689","gas",0.1814,446,708642,FALSE
"552",2005,"TP 4","Guadalupe Blanco River Auth","187","Guadalupe","29.5884","-97.9541","hydro",0.3435,2.4,7221.95,FALSE
"553",2005,"Tradinghouse","TXU Generation Co LP","309","McLennan","31.5733","-96.9642","gas",0.0355,1379.7,429055,FALSE
"554",2005,"Trent Wind Farm, L.P.","AEP NUGs","353","Nolan","32.3008","-100.4099","wind",0.3749,150,492653,FALSE
"555",2005,"Trinidad","TXU Generation Co LP","213","Henderson","32.1264","-96.1014","gas",0.0195,243.3,41652,FALSE
"556",2005,"Twin Oaks Power One","PNM Altura","395","Robertson","31.0978","-96.6922","coal",0.8141,349.2,2490416,FALSE
"557",2005,"TXU Sweetwater Generating Plant","TXU Generation Co LP","353","Nolan","32.4925","-100.3628","gas",0.0947,344,285378.91,FALSE
"558",2005,"Union Carbide Seadrift Cogen","Dow Chemical","057","Calhoun","28.515","-96.7717","gas",0.499,168,734320.89,FALSE
"559",2005,"University of Texas at Dallas","University of Texas at Dallas","085","Collin","33.1916","-96.5646","gas",0.0013,3.5,39.09,FALSE
"560",2005,"University of Texas at San Antonio","Wim-Sam Inc","029","Bexar","29.4523","-98.5251","gas",0.2014,3.4,5998.47,FALSE
"561",2005,"V H Braunig","CPS Energy","029","Bexar","29.2575","-98.3828","gas",0.1264,894,989526,FALSE
"562",2005,"Valero Refinery Corpus Christi East","Valero Refining Co","355","Nueces","27.7268","-97.6361","gas",0.6717,40,235359.74,FALSE
"563",2005,"Valero Refinery Corpus Christi West","Valero Refining Co","355","Nueces","27.8167","-97.4917","gas",0.4573,76.7,307278.15,FALSE
"564",2005,"Valero Refining Texas City","Valero Refining Co","167","Galveston","29.4002","-94.9654","gas",0.29,32.4,82319.94,FALSE
"565",2005,"Valero Refining Texas Houston","Valero Refining Co","201","Harris","29.8614","-95.3996","gas",0.5026,34.2,150567.14,FALSE
"566",2005,"Valley","TXU Generation Co LP","147","Fannin","33.6275","-96.3667","gas",0,1175.4,487,FALSE
"567",2005,"Victoria Texas Plant","Koch Industries Inc","469","Victoria","28.7959","-96.9725","gas",0.5749,102.4,515704.37,FALSE
"568",2005,"Village Creek Wastewater Treatment Plant","Ft Worth City of","439","Tarrant","32.7738","-97.2852","gas",0.2873,12.4,31206.95,FALSE
"569",2005,"W A Parish","NRG Energy","157","Fort Bend","29.4828","-95.6311","coal",0.5663,3969,19688218.72,FALSE
"570",2005,"W B Tuttle","CPS Energy","029","Bexar","29.53","-98.4183","gas",0.0044,493.9,19090,FALSE
"571",2005,"Weatherford","Weatherford Mun Utility System","367","Parker","32.7779","-97.8001","oil",3e-04,5.7,12.95,FALSE
"572",2005,"Webster","NRG Energy","201","Harris","29.5267","-95.1083","gas",-1e-04,426.3,-559,FALSE
"573",2005,"West Texas Renewables LLC","West Texas Renewables","227","Howard","32.304","-101.4346","wind",0.1656,7,10153.93,FALSE
"574",2005,"West Texas Wind Energy LLC","FPL Energy","461","Upton","31.3702","-102.0379","wind",0.301,75,197781,FALSE
"575",2005,"West Texas Windplant","FPL Energy","109","Culberson","31.4556","-104.5171","wind",0.2149,33.6,63244,FALSE
"576",2005,"Westhollow Technology Center","Shell","201","Harris","29.8614","-95.3996","gas",1.1143,3.7,36117.84,FALSE
"577",2005,"Whitney","USCE-Fort Worth District","035","Bosque","31.9068","-97.6345","hydro",0.2021,30,53118.94,FALSE
"578",2005,"Wise County Power LP","SUEZ Energy Resources NA Inc","497","Wise","33.0583","-97.9103","gas",0.5102,746,3334265,FALSE
"579",2005,"Wolf Hollow I, L.P.","Wolf Hollow I L P","221","Hood","32.3347","-97.7344","gas",0.4329,809.6,3070301.23,FALSE
"580",2005,"Woodward Mountain I","FPL Energy","371","Pecos","30.7866","-102.7302","wind",0.2578,82,185214,FALSE
"581",2005,"Woodward Mountain II","FPL Energy","371","Pecos","30.7866","-102.7302","wind",0.2526,78,172602,FALSE
"582",2005,"Yates Gas Plant","Kinder Morgan Power","371","Pecos","30.7866","-102.7302","gas",0.6193,5.6,30379.92,FALSE
"583",2007,"Kiamichi Energy Facility","Tenaska","121","Pittsburg","34.6831","-95.9349","gas",0.4514,1370,5417835,FALSE
"584",2007,"Abbott TP 3","Guadalupe Blanco River Auth","187","Guadalupe","29.5884","-97.9541","hydro",0.6432,2.8,15775.65,FALSE
"585",2007,"AES Deepwater","AES NUGs","201","Harris","29.7192","-95.2278","other",0.6114,184,985422.463,FALSE
"586",2007,"Altura CoGen LLC","PNM","201","Harris","29.8161","-95.0177","gas",0.5328,643.6,3003975.54,FALSE
"587",2007,"Amistad Dam & Power","International Bound & Wtr Comm","465","Val Verde","29.449","-101.0556","hydro",0.2567,66,148406,FALSE
"588",2007,"Arthur Von Rosenberg","CPS Energy","029","Bexar","29.2575","-98.3828","gas",0.2804,550,1350815,FALSE
"589",2007,"Atascosita","Viridis Energy","201","Harris","29.8614","-95.3996","gas",1.0014,8.2,71928.999,FALSE
"590",2007,"Austin","Lower Colorado River Authority","453","Travis","30.3357","-97.7876","hydro",0.2993,16,41952,FALSE
"591",2007,"Austin Gas Recovery","Waste Management Inc","453","Travis","30.3357","-97.7876","gas",0.1298,6.4,7276,FALSE
"592",2007,"Barney M Davis","Carlyle/Riverstone","355","Nueces","27.6067","-97.3119","gas",0.0449,703,276375,FALSE
"593",2007,"BASF Freeport Works","BASF","039","Brazoria","29","-95.3833","gas",0.7842,92.7,636844,FALSE
"594",2007,"Bastrop Energy Center","Direct Energy","021","Bastrop","30.1458","-97.55","gas",0.3486,727.8,2222228,FALSE
"595",2007,"Baylor University Cogen","Baylor University","309","McLennan","31.5583","-97.2016","gas",0.4038,3.4,12026.56,FALSE
"596",2007,"Bayou Cogen Plant","Air Liquide","201","Harris","29.6225","-95.0458","gas",0.6405,300,1683287.2,FALSE
"597",2007,"Baytown","Viridis Energy","071","Chambers","29.7438","-94.6122","gas",0.4668,5.2,21263.998,FALSE
"598",2007,"Baytown Energy Center","Calpine","071","Chambers","29.7731","-94.9019","gas",0.5764,914.6,4618128.29,FALSE
"599",2007,"Benedum Plant","Atlas Pipeline Mid Continent WestTex LLC","461","Upton","31.3702","-102.0379","gas",0.2046,2,3583.999,FALSE
"600",2007,"Big Brown","Luminant Generation Company LLC","161","Freestone","31.8206","-96.0561","coal",0.8223,1186.8,8548875.001,FALSE
"601",2007,"Big Spring Wind Power Facility","ArcLight Capital Partners","227","Howard","32.304","-101.4346","wind",0.2745,34.3,82483,FALSE
"602",2007,"Bluebonnet","Viridis Energy","201","Harris","29.8614","-95.3996","gas",0.2807,4,9837.001,FALSE
"603",2007,"Bosque County Peaking","Fulcrum Power Services LP","035","Bosque","31.8594","-97.3586","gas",0.1835,557,895350,FALSE
"604",2007,"BP Chemicals Green Lake Plant","INEOS","057","Calhoun","28.5707","-96.8333","other",0.6667,38.8,226607.52,FALSE
"605",2007,"Brazos Valley Generating Facility","NAES Co","157","Fort Bend","29.4731","-95.6244","gas",0.4619,675.6,2733434,FALSE
"606",2007,"Brazos Wind Farm","Shell","415","Scurry","32.72","-101.285","wind",0.3351,160,469682,FALSE
"607",2007,"Bridgeport Gas Processing Plant","Devon Gas Services","497","Wise","33.2183","-97.651","gas",0.643,7,39429.32,FALSE
"608",2007,"Bryan","Bryan City of","041","Brazos","30.6469","-96.3725","gas",0.0013,138,1611.999,FALSE
"609",2007,"Buchanan","Lower Colorado River Authority","053","Burnet","30.7507","-98.4176","hydro",0.0923,47.8,38643.001,FALSE
"610",2007,"Buffalo Gap II","AES NUGs","353","Nolan","32.3009","-100.4139","wind",0.1421,232.5,289344,FALSE
"611",2007,"Buffalo Gap Wind Farm","AES NUGs","441","Taylor","32.2962","-100.12","wind",0.3202,120.6,338276,FALSE
"612",2007,"C E Newman","Garland City of","113","Dallas","32.9125","-96.6231","gas",0.0013,44,484,FALSE
"613",2007,"C R Wing Cogen Plant","CE Generation/MidAmerican","227","Howard","32.2722","-101.4222","gas",0.3118,230,628256.39,FALSE
"614",2007,"Callahan Divide Wind Energy Center","NextEra Energy Resources","441","Taylor","32.3009","-99.89","wind",0.3718,114,371288,FALSE
"615",2007,"Canyon","Guadalupe Blanco River Auth","091","Comal","29.8663","-98.1976","hydro",0.3193,6,16782,FALSE
"616",2007,"Cedar Bayou","NRG Energy","071","Chambers","29.7483","-94.9272","gas",0.0929,2295,1866800,FALSE
"617",2007,"Celanese Engineering Resin","Celanese Engineering Resin Inc","355","Nueces","27.5697","-97.8228","gas",0.0276,44.2,10700,FALSE
"618",2007,"Central Utility Plant","Minnesota Mining & Mfg Co","453","Travis","30.3357","-97.7876","gas",0.1044,14.3,13080,FALSE
"619",2007,"Channel Energy Center","Channel Energy Center","201","Harris","29.7189","-95.2319","gas",0.4327,715,2710014.13,FALSE
"620",2007,"Channelview Cogeneration Plant","Fortistar LLC","201","Harris","29.8356","-95.1242","gas",0.648,918.3,5212797.46,FALSE
"621",2007,"Chocolate Bayou Plant","Solutia Inc","039","Brazoria","29.2558","-95.2103","gas",0.4783,55.3,231699.05,FALSE
"622",2007,"Chocolate Bayou Works","INEOS","039","Brazoria","29.2293","-95.1952","gas",0.7304,41,262345,FALSE
"623",2007,"Clear Lake Cogeneration Ltd","Calpine","201","Harris","29.6255","-95.067","gas",0.1321,465.2,538318.96,FALSE
"624",2007,"Coastal Plains","Viridis Energy","167","Galveston","29.4002","-94.9654","gas",0.741,5.2,33756,FALSE
"625",2007,"Coleto Creek","International Power America","175","Goliad","28.7128","-97.2142","coal",0.8019,600.4,4217795,FALSE
"626",2007,"Colorado Bend Energy Center","Constellation Energy Commodities Group","481","Wharton","29.2878","-96.0683","gas",0.0757,451.1,299023,FALSE
"627",2007,"Comanche Peak","Luminant Generation Company LLC","425","Somervell","32.2983","-97.7855","nuclear",0.8853,2430,18845747,FALSE
